id,name,segment,balance
1163,"Customer#000001163",BUILDING,90.22
1164,"Customer#000001164",HOUSEHOLD,7341.35
1165,"Customer#000001165",MACHINERY,8177.33
1166,"Customer#000001166",MACHINERY,507.26
1167,"Customer#000001167",FURNITURE,9510.87
1168,"Customer#000001168",FURNITURE,6194.65
1169,"Customer#000001169",MACHINERY,7503.3
1170,"Customer#000001170",HOUSEHOLD,2070.73
1171,"Customer#000001171",HOUSEHOLD,7658.97
1172,"Customer#000001172",FURNITURE,420.97
1173,"Customer#000001173",FURNITURE,182.59
1174,"Customer#000001174",AUTOMOBILE,8798.96
1175,"Customer#000001175",FURNITURE,9207.16
1176,"Customer#000001176",BUILDING,5827.59
1177,"Customer#000001177",FURNITURE,9281.72
1178,"Customer#000001178",HOUSEHOLD,4966.58
1179,"Customer#000001179",AUTOMOBILE,3336.25
1180,"Customer#000001180",BUILDING,3367.36
1181,"Customer#000001181",AUTOMOBILE,9180.5
1182,"Customer#000001182",AUTOMOBILE,8814.39
1183,"Customer#000001183",BUILDING,4455.76
1184,"Customer#000001184",BUILDING,9032.89
1185,"Customer#000001185",BUILDING,2913.52
1186,"Customer#000001186",BUILDING,4466.3
1187,"Customer#000001187",AUTOMOBILE,-932.96
1188,"Customer#000001188",MACHINERY,3698.86
1189,"Customer#000001189",HOUSEHOLD,3798.28
1190,"Customer#000001190",MACHINERY,2743.63
1191,"Customer#000001191",AUTOMOBILE,9088.54
1192,"Customer#000001192",BUILDING,3231.33
1193,"Customer#000001193",AUTOMOBILE,-17.1
1194,"Customer#000001194",FURNITURE,7582.29
1195,"Customer#000001195",FURNITURE,9621.49
1196,"Customer#000001196",BUILDING,6378.67
1197,"Customer#000001197",FURNITURE,9261.05
1198,"Customer#000001198",AUTOMOBILE,9593.35
1199,"Customer#000001199",AUTOMOBILE,6503.35
1200,"Customer#000001200",HOUSEHOLD,3765.05
1201,"Customer#000001201",BUILDING,5165.39
1202,"Customer#000001202",BUILDING,702.73
1203,"Customer#000001203",MACHINERY,5787.69
1204,"Customer#000001204",HOUSEHOLD,9777.19
1205,"Customer#000001205",HOUSEHOLD,5390.34
1206,"Customer#000001206",HOUSEHOLD,8437.76
1207,"Customer#000001207",AUTOMOBILE,-556.05
1208,"Customer#000001208",BUILDING,2426.52
1209,"Customer#000001209",HOUSEHOLD,3551.21
1210,"Customer#000001210",AUTOMOBILE,8137.66
1211,"Customer#000001211",HOUSEHOLD,4723.37
1212,"Customer#000001212",HOUSEHOLD,7736.03
1213,"Customer#000001213",HOUSEHOLD,8555.12
1214,"Customer#000001214",BUILDING,2935.31
1215,"Customer#000001215",MACHINERY,7795.87
1216,"Customer#000001216",AUTOMOBILE,2155.06
1217,"Customer#000001217",FURNITURE,6019.32
1218,"Customer#000001218",AUTOMOBILE,8801.73
1219,"Customer#000001219",FURNITURE,774.23
1220,"Customer#000001220",FURNITURE,8429.33
1221,"Customer#000001221",FURNITURE,816.5
1222,"Customer#000001222",AUTOMOBILE,3883.18
1223,"Customer#000001223",BUILDING,-413.03
1224,"Customer#000001224",HOUSEHOLD,8124.15
1225,"Customer#000001225",MACHINERY,8634.92
1226,"Customer#000001226",FURNITURE,2135.92
1227,"Customer#000001227",FURNITURE,3335.72
1228,"Customer#000001228",AUTOMOBILE,5392.3
1229,"Customer#000001229",FURNITURE,8328.12
1230,"Customer#000001230",MACHINERY,4787.85
1231,"Customer#000001231",AUTOMOBILE,2326.68
1232,"Customer#000001232",MACHINERY,8482.51
1233,"Customer#000001233",MACHINERY,3649.49
1234,"Customer#000001234",FURNITURE,-982.32
1235,"Customer#000001235",BUILDING,-982.05
1236,"Customer#000001236",MACHINERY,3600.95
1237,"Customer#000001237",BUILDING,8156.62
1238,"Customer#000001238",BUILDING,4299.22
1239,"Customer#000001239",FURNITURE,6936.72
1240,"Customer#000001240",FURNITURE,5439.44
1241,"Customer#000001241",HOUSEHOLD,8654.56
1242,"Customer#000001242",BUILDING,2276.15
1243,"Customer#000001243",MACHINERY,6271.38
1244,"Customer#000001244",BUILDING,-942.8
1245,"Customer#000001245",FURNITURE,3196.66
1246,"Customer#000001246",BUILDING,260.71
1247,"Customer#000001247",MACHINERY,1696.95
1248,"Customer#000001248",AUTOMOBILE,6539.15
1249,"Customer#000001249",BUILDING,448.49
1250,"Customer#000001250",AUTOMOBILE,780.05
1251,"Customer#000001251",MACHINERY,7267.76
1252,"Customer#000001252",MACHINERY,3279.84
1253,"Customer#000001253",BUILDING,1222.21
1254,"Customer#000001254",HOUSEHOLD,2676.06
1255,"Customer#000001255",FURNITURE,6487.71
1256,"Customer#000001256",MACHINERY,5012.07
1257,"Customer#000001257",HOUSEHOLD,8810.83
1258,"Customer#000001258",AUTOMOBILE,-301.75
1259,"Customer#000001259",HOUSEHOLD,8353.0
1260,"Customer#000001260",MACHINERY,4991.59
1261,"Customer#000001261",BUILDING,5579.81
1262,"Customer#000001262",MACHINERY,2840.36
1263,"Customer#000001263",MACHINERY,6975.9
1264,"Customer#000001264",MACHINERY,3959.28
1265,"Customer#000001265",MACHINERY,2653.53
1266,"Customer#000001266",MACHINERY,1877.05
1267,"Customer#000001267",BUILDING,8616.12
1268,"Customer#000001268",BUILDING,5152.42
1269,"Customer#000001269",BUILDING,2659.68
1270,"Customer#000001270",MACHINERY,6170.06
1271,"Customer#000001271",HOUSEHOLD,1209.37
1272,"Customer#000001272",FURNITURE,6865.14
1273,"Customer#000001273",AUTOMOBILE,1499.56
1274,"Customer#000001274",AUTOMOBILE,126.97
1275,"Customer#000001275",MACHINERY,8972.46
1276,"Customer#000001276",AUTOMOBILE,-761.7
1277,"Customer#000001277",BUILDING,-52.35
1278,"Customer#000001278",HOUSEHOLD,9038.43
1279,"Customer#000001279",BUILDING,7915.06
1280,"Customer#000001280",HOUSEHOLD,3419.66
1281,"Customer#000001281",AUTOMOBILE,8182.42
1282,"Customer#000001282",FURNITURE,8998.82
1283,"Customer#000001283",AUTOMOBILE,2222.71
1284,"Customer#000001284",BUILDING,-911.4
1285,"Customer#000001285",HOUSEHOLD,3061.58
1286,"Customer#000001286",MACHINERY,6906.08
1287,"Customer#000001287",MACHINERY,7461.69
1288,"Customer#000001288",HOUSEHOLD,6603.43
1289,"Customer#000001289",MACHINERY,2925.52
1290,"Customer#000001290",MACHINERY,8108.42
1291,"Customer#000001291",BUILDING,8227.37
1292,"Customer#000001292",BUILDING,5509.11
1293,"Customer#000001293",HOUSEHOLD,2565.67
1294,"Customer#000001294",AUTOMOBILE,-808.13
1295,"Customer#000001295",BUILDING,753.62
1296,"Customer#000001296",MACHINERY,3034.69
1297,"Customer#000001297",HOUSEHOLD,6074.01
1298,"Customer#000001298",AUTOMOBILE,3903.54
1299,"Customer#000001299",HOUSEHOLD,808.39
1300,"Customer#000001300",BUILDING,-370.44
1301,"Customer#000001301",MACHINERY,8966.63
1302,"Customer#000001302",MACHINERY,197.9
1303,"Customer#000001303",MACHINERY,2020.15
1304,"Customer#000001304",AUTOMOBILE,4548.46
1305,"Customer#000001305",MACHINERY,4900.66
1306,"Customer#000001306",MACHINERY,6464.77
1307,"Customer#000001307",MACHINERY,4344.52
1308,"Customer#000001308",MACHINERY,9290.53
1309,"Customer#000001309",AUTOMOBILE,-922.69
1310,"Customer#000001310",HOUSEHOLD,204.84
1311,"Customer#000001311",FURNITURE,8713.24
1312,"Customer#000001312",BUILDING,9459.5
1313,"Customer#000001313",MACHINERY,889.11
1314,"Customer#000001314",HOUSEHOLD,3218.33
1315,"Customer#000001315",AUTOMOBILE,1447.84
1316,"Customer#000001316",BUILDING,-158.39
1317,"Customer#000001317",AUTOMOBILE,8925.08
1318,"Customer#000001318",BUILDING,5812.93
1319,"Customer#000001319",MACHINERY,4910.48
1320,"Customer#000001320",MACHINERY,6407.13
1321,"Customer#000001321",FURNITURE,3589.49
1322,"Customer#000001322",FURNITURE,2621.71
1323,"Customer#000001323",HOUSEHOLD,6006.81
1324,"Customer#000001324",AUTOMOBILE,7548.88
1325,"Customer#000001325",HOUSEHOLD,9108.61
1326,"Customer#000001326",HOUSEHOLD,-468.49
1327,"Customer#000001327",MACHINERY,0.97
1328,"Customer#000001328",AUTOMOBILE,3264.99
1329,"Customer#000001329",BUILDING,4645.91
1330,"Customer#000001330",BUILDING,3893.14
1331,"Customer#000001331",BUILDING,2005.02
1332,"Customer#000001332",FURNITURE,3323.04
1333,"Customer#000001333",AUTOMOBILE,1330.85
1334,"Customer#000001334",BUILDING,2485.71
1335,"Customer#000001335",BUILDING,8341.67
1336,"Customer#000001336",AUTOMOBILE,1490.21
1337,"Customer#000001337",MACHINERY,7882.44
1338,"Customer#000001338",BUILDING,5139.0
1339,"Customer#000001339",MACHINERY,8167.5
1340,"Customer#000001340",HOUSEHOLD,280.29
1341,"Customer#000001341",MACHINERY,762.69
1342,"Customer#000001342",MACHINERY,1520.34
1343,"Customer#000001343",AUTOMOBILE,8303.09
1344,"Customer#000001344",AUTOMOBILE,2113.32
1345,"Customer#000001345",BUILDING,8593.83
1346,"Customer#000001346",FURNITURE,4524.45
1347,"Customer#000001347",HOUSEHOLD,8476.43
1348,"Customer#000001348",MACHINERY,459.22
1349,"Customer#000001349",AUTOMOBILE,4967.24
1350,"Customer#000001350",AUTOMOBILE,3339.51
1351,"Customer#000001351",FURNITURE,3106.0
1352,"Customer#000001352",FURNITURE,5570.69
1353,"Customer#000001353",MACHINERY,3666.51
1354,"Customer#000001354",MACHINERY,-897.04
1355,"Customer#000001355",AUTOMOBILE,2351.1
1356,"Customer#000001356",HOUSEHOLD,927.39
1357,"Customer#000001357",BUILDING,8627.9
1358,"Customer#000001358",BUILDING,5149.23
1359,"Customer#000001359",FURNITURE,4069.82
1360,"Customer#000001360",MACHINERY,1422.57
1361,"Customer#000001361",HOUSEHOLD,4128.86
1362,"Customer#000001362",MACHINERY,3718.92
1363,"Customer#000001363",HOUSEHOLD,-112.46
1364,"Customer#000001364",BUILDING,-181.69
1365,"Customer#000001365",MACHINERY,2207.81
1366,"Customer#000001366",HOUSEHOLD,1634.7
1367,"Customer#000001367",HOUSEHOLD,5420.32
1368,"Customer#000001368",BUILDING,6376.18
1369,"Customer#000001369",AUTOMOBILE,498.77
1370,"Customer#000001370",BUILDING,9802.04
1371,"Customer#000001371",BUILDING,4943.58
1372,"Customer#000001372",HOUSEHOLD,1796.09
1373,"Customer#000001373",FURNITURE,909.84
1374,"Customer#000001374",AUTOMOBILE,-411.43
1375,"Customer#000001375",BUILDING,2011.11
1376,"Customer#000001376",HOUSEHOLD,6761.52
1377,"Customer#000001377",MACHINERY,8839.15
1378,"Customer#000001378",HOUSEHOLD,2675.73
1379,"Customer#000001379",MACHINERY,1008.26
1380,"Customer#000001380",HOUSEHOLD,3723.53
1381,"Customer#000001381",BUILDING,367.82
1382,"Customer#000001382",AUTOMOBILE,8898.67
1383,"Customer#000001383",AUTOMOBILE,2092.61
1384,"Customer#000001384",HOUSEHOLD,1534.38
1385,"Customer#000001385",BUILDING,2326.75
1386,"Customer#000001386",BUILDING,9643.87
1387,"Customer#000001387",BUILDING,8541.87
1388,"Customer#000001388",FURNITURE,291.44
1389,"Customer#000001389",FURNITURE,1111.02
1390,"Customer#000001390",HOUSEHOLD,3931.31
1391,"Customer#000001391",FURNITURE,5510.28
1392,"Customer#000001392",HOUSEHOLD,249.82
1393,"Customer#000001393",FURNITURE,5672.05
1394,"Customer#000001394",MACHINERY,2233.1
1395,"Customer#000001395",MACHINERY,8733.39
1396,"Customer#000001396",BUILDING,7149.43
1397,"Customer#000001397",AUTOMOBILE,5466.83
1398,"Customer#000001398",HOUSEHOLD,7004.9
1399,"Customer#000001399",AUTOMOBILE,7352.14
1400,"Customer#000001400",BUILDING,2432.73
1401,"Customer#000001401",BUILDING,8908.63
1402,"Customer#000001402",AUTOMOBILE,4396.25
1403,"Customer#000001403",HOUSEHOLD,9782.34
1404,"Customer#000001404",MACHINERY,3828.46
1405,"Customer#000001405",BUILDING,3987.39
1406,"Customer#000001406",HOUSEHOLD,2023.59
1407,"Customer#000001407",BUILDING,7424.99
1408,"Customer#000001408",HOUSEHOLD,5920.09
1409,"Customer#000001409",MACHINERY,1959.17
1410,"Customer#000001410",HOUSEHOLD,2716.95
1411,"Customer#000001411",AUTOMOBILE,772.14
1412,"Customer#000001412",BUILDING,6368.38
1413,"Customer#000001413",AUTOMOBILE,1387.83
1414,"Customer#000001414",BUILDING,3136.15
1415,"Customer#000001415",BUILDING,6252.12
1416,"Customer#000001416",MACHINERY,5348.4
1417,"Customer#000001417",FURNITURE,7543.01
1418,"Customer#000001418",AUTOMOBILE,9359.01
1419,"Customer#000001419",FURNITURE,5912.72
1420,"Customer#000001420",AUTOMOBILE,-932.09
1421,"Customer#000001421",MACHINERY,7292.93
1422,"Customer#000001422",MACHINERY,8389.5
1423,"Customer#000001423",FURNITURE,2411.69
1424,"Customer#000001424",FURNITURE,7207.7
1425,"Customer#000001425",FURNITURE,5814.72
1426,"Customer#000001426",HOUSEHOLD,1965.38
1427,"Customer#000001427",AUTOMOBILE,8136.53
1428,"Customer#000001428",FURNITURE,7703.84
1429,"Customer#000001429",AUTOMOBILE,6444.82
1430,"Customer#000001430",BUILDING,-920.4
1431,"Customer#000001431",AUTOMOBILE,5805.81
1432,"Customer#000001432",MACHINERY,6314.25
1433,"Customer#000001433",BUILDING,4605.87
1434,"Customer#000001434",MACHINERY,1851.63
1435,"Customer#000001435",AUTOMOBILE,-729.09
1436,"Customer#000001436",MACHINERY,9158.91
1437,"Customer#000001437",BUILDING,8839.32
1438,"Customer#000001438",FURNITURE,5436.81
1439,"Customer#000001439",AUTOMOBILE,8487.6
1440,"Customer#000001440",BUILDING,1236.36
1441,"Customer#000001441",BUILDING,9465.15
1442,"Customer#000001442",MACHINERY,7917.9
1443,"Customer#000001443",HOUSEHOLD,7141.87
1444,"Customer#000001444",HOUSEHOLD,-501.37
1445,"Customer#000001445",HOUSEHOLD,8367.94
1446,"Customer#000001446",BUILDING,2981.48
1447,"Customer#000001447",BUILDING,2718.02
1448,"Customer#000001448",AUTOMOBILE,7756.35
1449,"Customer#000001449",BUILDING,9051.75
1450,"Customer#000001450",MACHINERY,857.7
1451,"Customer#000001451",FURNITURE,3274.3
1452,"Customer#000001452",FURNITURE,7086.97
1453,"Customer#000001453",BUILDING,662.67
1454,"Customer#000001454",FURNITURE,3366.61
1455,"Customer#000001455",MACHINERY,7591.9
1456,"Customer#000001456",AUTOMOBILE,6123.69
1457,"Customer#000001457",BUILDING,2873.49
1458,"Customer#000001458",AUTOMOBILE,2716.8
1459,"Customer#000001459",AUTOMOBILE,9270.88
1460,"Customer#000001460",BUILDING,9680.51
1461,"Customer#000001461",AUTOMOBILE,8460.48
1462,"Customer#000001462",FURNITURE,7305.88
1463,"Customer#000001463",MACHINERY,6039.64
1464,"Customer#000001464",AUTOMOBILE,9306.2
1465,"Customer#000001465",FURNITURE,9365.93
1466,"Customer#000001466",FURNITURE,1268.69
1467,"Customer#000001467",FURNITURE,2857.19
1468,"Customer#000001468",BUILDING,3826.52
1469,"Customer#000001469",FURNITURE,4329.98
1470,"Customer#000001470",HOUSEHOLD,7033.49
1471,"Customer#000001471",AUTOMOBILE,3872.86
1472,"Customer#000001472",MACHINERY,2168.61
1473,"Customer#000001473",MACHINERY,2796.93
1474,"Customer#000001474",HOUSEHOLD,2961.79
1475,"Customer#000001475",BUILDING,1820.28
1476,"Customer#000001476",BUILDING,409.72
1477,"Customer#000001477",MACHINERY,9103.33
1478,"Customer#000001478",AUTOMOBILE,9701.54
1479,"Customer#000001479",BUILDING,9793.29
1480,"Customer#000001480",HOUSEHOLD,876.02
1481,"Customer#000001481",AUTOMOBILE,3204.67
1482,"Customer#000001482",FURNITURE,2930.53
1483,"Customer#000001483",BUILDING,4409.7
1484,"Customer#000001484",FURNITURE,4883.17
1485,"Customer#000001485",BUILDING,9412.02
1486,"Customer#000001486",BUILDING,5859.97
1487,"Customer#000001487",FURNITURE,3589.16
1488,"Customer#000001488",HOUSEHOLD,7929.51
1489,"Customer#000001489",MACHINERY,4389.66
1490,"Customer#000001490",MACHINERY,8997.6
1491,"Customer#000001491",HOUSEHOLD,3739.82
1492,"Customer#000001492",HOUSEHOLD,-875.17
1493,"Customer#000001493",MACHINERY,7014.12
1494,"Customer#000001494",MACHINERY,8292.21
1495,"Customer#000001495",FURNITURE,6227.55
1496,"Customer#000001496",AUTOMOBILE,-496.49
1497,"Customer#000001497",AUTOMOBILE,2449.57
1498,"Customer#000001498",AUTOMOBILE,5810.56
1499,"Customer#000001499",AUTOMOBILE,9128.69
1500,"Customer#000001500",MACHINERY,6910.79
